FIPS_Code,County,State,Year,variable,value
48141,El Paso County, Texas,2013,over65,88496
48157,Fort Bend County, Texas,2013,over65,57160
48201,Harris County, Texas,2013,over65,382299
48215,Hidalgo County, Texas,2013,over65,80084
48439,Tarrant County, Texas,2013,over65,183490
48453,Travis County, Texas,2013,over65,88626
49035,Salt Lake County, Utah,2013,over65,99634
49049,Utah County, Utah,2013,over65,38279
51059,Fairfax County, Virginia,2013,over65,123613
53033,King County, Washington,2013,over65,237673
53053,Pierce County, Washington,2013,over65,97932
53061,Snohomish County, Washington,2013,over65,85210
55025,Dane County, Wisconsin,2013,over65,56740
55079,Milwaukee County, Wisconsin,2013,over65,110469
1073,Jefferson County, Alabama,2014,over65,91792
4013,Maricopa County, Arizona,2014,over65,559581
4019,Pima County, Arizona,2014,over65,175304
6001,Alameda County, California,2014,over65,196797
6013,Contra Costa County, California,2014,over65,155410
6019,Fresno County, California,2014,over65,105976
6029,Kern County, California,2014,over65,84891
6037,Los Angeles County, California,2014,over65,1205964
6059,Orange County, California,2014,over65,407850
6065,Riverside County, California,2014,over65,304290
6067,Sacramento County, California,2014,over65,185926
6071,San Bernardino County, California,2014,over65,213361
6073,San Diego County, California,2014,over65,408469
6075,San Francisco County, California,2014,over65,120297
6077,San Joaquin County, California,2014,over65,81344
6081,San Mateo County, California,2014,over65,109797
6085,Santa Clara County, California,2014,over65,227048
6097,Sonoma County, California,2014,over65,80952
6099,Stanislaus County, California,2014,over65,62579
6111,Ventura County, California,2014,over65,113524
8005,Arapahoe County, Colorado,2014,over65,71779
8031,Denver County, Colorado,2014,over65,70417
8041,El Paso County, Colorado,2014,over65,74767
9001,Fairfield County, Connecticut,2014,over65,131118
9003,Hartford County, Connecticut,2014,over65,134450
9009,New Haven County, Connecticut,2014,over65,128573
10003,New Castle County, Delaware,2014,over65,73650
11001,District of Columbia, District of Columbia,2014,over65,71980
12009,Brevard County, Florida,2014,over65,124043
12011,Broward County, Florida,2014,over65,283078
12031,Duval County, Florida,2014,over65,111894
12057,Hillsborough County, Florida,2014,over65,169884
12071,Lee County, Florida,2014,over65,176729
12086,Miami-Dade County, Florida,2014,over65,398190
12095,Orange County, Florida,2014,over65,132285
12099,Palm Beach County, Florida,2014,over65,312470
12103,Pinellas County, Florida,2014,over65,208782
12105,Polk County, Florida,2014,over65,122221
12127,Volusia County, Florida,2014,over65,115241
13067,Cobb County, Georgia,2014,over65,76030
13089,DeKalb County, Georgia,2014,over65,72326
13121,Fulton County, Georgia,2014,over65,101237
13135,Gwinnett County, Georgia,2014,over65,74430
15003,Honolulu County, Hawaii,2014,over65,153586
17031,Cook County, Illinois,2014,over65,657293
17043,DuPage County, Illinois,2014,over65,121409
17089,Kane County, Illinois,2014,over65,60773
17097,Lake County, Illinois,2014,over65,83204
17197,Will County, Illinois,2014,over65,74158
18097,Marion County, Indiana,2014,over65,101915
20173,Sedgwick County, Kansas,2014,over65,63265
21111,Jefferson County, Kentucky,2014,over65,106399
24005,Baltimore County, Maryland,2014,over65,126169
24031,Montgomery County, Maryland,2014,over65,137688
24033,Prince George's County, Maryland,2014,over65,100318
24510,Baltimore city, Maryland,2014,over65,74051
25005,Bristol County, Massachusetts,2014,over65,82887
25009,Essex County, Massachusetts,2014,over65,115244
25017,Middlesex County, Massachusetts,2014,over65,212464
25025,Suffolk County, Massachusetts,2014,over65,80910
25027,Worcester County, Massachusetts,2014,over65,110098
26081,Kent County, Michigan,2014,over65,74092
26099,Macomb County, Michigan,2014,over65,130672
26125,Oakland County, Michigan,2014,over65,182600
26163,Wayne County, Michigan,2014,over65,237649
27053,Hennepin County, Minnesota,2014,over65,146184
27123,Ramsey County, Minnesota,2014,over65,66479
29095,Jackson County, Missouri,2014,over65,88704
29189,St. Louis County, Missouri,2014,over65,156385
31055,Douglas County, Nebraska,2014,over65,60555
32003,Clark County, Nevada,2014,over65,272444
34003,Bergen County, New Jersey,2014,over65,145453
34007,Camden County, New Jersey,2014,over65,70423
34013,Essex County, New Jersey,2014,over65,94988
34017,Hudson County, New Jersey,2014,over65,69847
34023,Middlesex County, New Jersey,2014,over65,108662
34029,Ocean County, New Jersey,2014,over65,125345
34031,Passaic County, New Jersey,2014,over65,64320
34039,Union County, New Jersey,2014,over65,69128
35001,Bernalillo County, New Mexico,2014,over65,94503
36005,Bronx County, New York,2014,over65,152493
36029,Erie County, New York,2014,over65,146797
36047,Kings County, New York,2014,over65,311918
36055,Monroe County, New York,2014,over65,111939
36059,Nassau County, New York,2014,over65,216781
36061,New York County, New York,2014,over65,229513
36081,Queens County, New York,2014,over65,305724
36103,Suffolk County, New York,2014,over65,220594
36119,Westchester County, New York,2014,over65,146534
37081,Guilford County, North Carolina,2014,over65,68391
37119,Mecklenburg County, North Carolina,2014,over65,99558
37183,Wake County, North Carolina,2014,over65,97279
39035,Cuyahoga County, Ohio,2014,over65,199289
39049,Franklin County, Ohio,2014,over65,129950
39061,Hamilton County, Ohio,2014,over65,108902
39113,Montgomery County, Ohio,2014,over65,84967
39153,Summit County, Ohio,2014,over65,84422
40109,Oklahoma County, Oklahoma,2014,over65,92946
40143,Tulsa County, Oklahoma,2014,over65,80047
41051,Multnomah County, Oregon,2014,over65,90551
41067,Washington County, Oregon,2014,over65,66025
42003,Allegheny County, Pennsylvania,2014,over65,206594
42045,Delaware County, Pennsylvania,2014,over65,82032
42071,Lancaster County, Pennsylvania,2014,over65,83573
42091,Montgomery County, Pennsylvania,2014,over65,127651
42101,Philadelphia County, Pennsylvania,2014,over65,189185
44007,Providence County, Rhode Island,2014,over65,85340
47037,Davidson County, Tennessee,2014,over65,72499
47157,Shelby County, Tennessee,2014,over65,105943
48029,Bexar County, Texas,2014,over65,204894
48085,Collin County, Texas,2014,over65,84917
48113,Dallas County, Texas,2014,over65,238056
48121,Denton County, Texas,2014,over65,64735
48141,El Paso County, Texas,2014,over65,92096
48157,Fort Bend County, Texas,2014,over65,64231
48201,Harris County, Texas,2014,over65,403260
48215,Hidalgo County, Texas,2014,over65,84361
48339,Montgomery County, Texas,2014,over65,61451
48439,Tarrant County, Texas,2014,over65,193592
48453,Travis County, Texas,2014,over65,94745
49035,Salt Lake County, Utah,2014,over65,103480
49049,Utah County, Utah,2014,over65,40009
51059,Fairfax County, Virginia,2014,over65,128574
53033,King County, Washington,2014,over65,247533
53053,Pierce County, Washington,2014,over65,102833
53061,Snohomish County, Washington,2014,over65,89460
55025,Dane County, Wisconsin,2014,over65,59884
55079,Milwaukee County, Wisconsin,2014,over65,112135
1073,Jefferson County, Alabama,2015,over65,93857
4013,Maricopa County, Arizona,2015,over65,586312
4019,Pima County, Arizona,2015,over65,183611
6001,Alameda County, California,2015,over65,204732
6013,Contra Costa County, California,2015,over65,161705
6019,Fresno County, California,2015,over65,109204
6029,Kern County, California,2015,over65,87207
6037,Los Angeles County, California,2015,over65,1249606
6059,Orange County, California,2015,over65,424908
6065,Riverside County, California,2015,over65,316339
6067,Sacramento County, California,2015,over65,195156
6071,San Bernardino County, California,2015,over65,222402
6073,San Diego County, California,2015,over65,424553
6075,San Francisco County, California,2015,over65,124885
6077,San Joaquin County, California,2015,over65,84463
6081,San Mateo County, California,2015,over65,112909
6085,Santa Clara County, California,2015,over65,235185
6097,Sonoma County, California,2015,over65,86558
6099,Stanislaus County, California,2015,over65,65194
6111,Ventura County, California,2015,over65,118369
8005,Arapahoe County, Colorado,2015,over65,74856
8031,Denver County, Colorado,2015,over65,73807
8041,El Paso County, Colorado,2015,over65,77930
9001,Fairfield County, Connecticut,2015,over65,132751
9003,Hartford County, Connecticut,2015,over65,136616
9009,New Haven County, Connecticut,2015,over65,131477
10003,New Castle County, Delaware,2015,over65,76646
11001,District of Columbia, District of Columbia,2015,over65,73677
12009,Brevard County, Florida,2015,over65,128828
12011,Broward County, Florida,2015,over65,293459
12031,Duval County, Florida,2015,over65,117166
12057,Hillsborough County, Florida,2015,over65,178161
12071,Lee County, Florida,2015,over65,186924
12086,Miami-Dade County, Florida,2015,over65,414073
12095,Orange County, Florida,2015,over65,138419
12099,Palm Beach County, Florida,2015,over65,322319
12103,Pinellas County, Florida,2015,over65,215667
12105,Polk County, Florida,2015,over65,125041
12127,Volusia County, Florida,2015,over65,120970
13067,Cobb County, Georgia,2015,over65,79339
13089,DeKalb County, Georgia,2015,over65,76030
13121,Fulton County, Georgia,2015,over65,106045
13135,Gwinnett County, Georgia,2015,over65,78509
15003,Honolulu County, Hawaii,2015,over65,158240
17031,Cook County, Illinois,2015,over65,670988
17043,DuPage County, Illinois,2015,over65,125133
17089,Kane County, Illinois,2015,over65,63245
17097,Lake County, Illinois,2015,over65,86155
17197,Will County, Illinois,2015,over65,78644
18097,Marion County, Indiana,2015,over65,104578
20173,Sedgwick County, Kansas,2015,over65,65100
21111,Jefferson County, Kentucky,2015,over65,109868
24005,Baltimore County, Maryland,2015,over65,129163
24031,Montgomery County, Maryland,2015,over65,142925
24033,Prince George's County, Maryland,2015,over65,105109
24510,Baltimore city, Maryland,2015,over65,74658
25005,Bristol County, Massachusetts,2015,over65,84748
25009,Essex County, Massachusetts,2015,over65,119483
25017,Middlesex County, Massachusetts,2015,over65,219023
25025,Suffolk County, Massachusetts,2015,over65,83438
25027,Worcester County, Massachusetts,2015,over65,113754
26081,Kent County, Michigan,2015,over65,77019
26099,Macomb County, Michigan,2015,over65,134143
26125,Oakland County, Michigan,2015,over65,189232
26163,Wayne County, Michigan,2015,over65,242029
27053,Hennepin County, Minnesota,2015,over65,151346
27123,Ramsey County, Minnesota,2015,over65,68563
29095,Jackson County, Missouri,2015,over65,91126
29189,St. Louis County, Missouri,2015,over65,161325
31055,Douglas County, Nebraska,2015,over65,62814
32003,Clark County, Nevada,2015,over65,287146
34003,Bergen County, New Jersey,2015,over65,148404
34007,Camden County, New Jersey,2015,over65,72098
34013,Essex County, New Jersey,2015,over65,96885
34017,Hudson County, New Jersey,2015,over65,71429
34023,Middlesex County, New Jersey,2015,over65,111997
34029,Ocean County, New Jersey,2015,over65,126842
34031,Passaic County, New Jersey,2015,over65,67042
34039,Union County, New Jersey,2015,over65,70556
35001,Bernalillo County, New Mexico,2015,over65,97682
36005,Bronx County, New York,2015,over65,157871
36029,Erie County, New York,2015,over65,149856
36047,Kings County, New York,2015,over65,320769
36055,Monroe County, New York,2015,over65,114768
36059,Nassau County, New York,2015,over65,221790
36061,New York County, New York,2015,over65,234876
36081,Queens County, New York,2015,over65,313775
36103,Suffolk County, New York,2015,over65,226841
36119,Westchester County, New York,2015,over65,148768
37081,Guilford County, North Carolina,2015,over65,71478
37119,Mecklenburg County, North Carolina,2015,over65,104053
37183,Wake County, North Carolina,2015,over65,102941
39035,Cuyahoga County, Ohio,2015,over65,202636
39049,Franklin County, Ohio,2015,over65,134703
39061,Hamilton County, Ohio,2015,over65,111588
39113,Montgomery County, Ohio,2015,over65,87197
39153,Summit County, Ohio,2015,over65,87204
40109,Oklahoma County, Oklahoma,2015,over65,95324
40143,Tulsa County, Oklahoma,2015,over65,82036
41051,Multnomah County, Oregon,2015,over65,94038
41067,Washington County, Oregon,2015,over65,69535
42003,Allegheny County, Pennsylvania,2015,over65,209762
42045,Delaware County, Pennsylvania,2015,over65,83682
42071,Lancaster County, Pennsylvania,2015,over65,86687
42091,Montgomery County, Pennsylvania,2015,over65,130658
42101,Philadelphia County, Pennsylvania,2015,over65,191750
44007,Providence County, Rhode Island,2015,over65,86502
47037,Davidson County, Tennessee,2015,over65,73761
47157,Shelby County, Tennessee,2015,over65,109581
48029,Bexar County, Texas,2015,over65,213922
48085,Collin County, Texas,2015,over65,90601
48113,Dallas County, Texas,2015,over65,246583
48121,Denton County, Texas,2015,over65,69577
48141,El Paso County, Texas,2015,over65,95721
48201,Harris County, Texas,2015,over65,421533
48215,Hidalgo County, Texas,2015,over65,87677
48339,Montgomery County, Texas,2015,over65,64854
48439,Tarrant County, Texas,2015,over65,202235
48453,Travis County, Texas,2015,over65,100743
49035,Salt Lake County, Utah,2015,over65,107778
49049,Utah County, Utah,2015,over65,41463
51059,Fairfax County, Virginia,2015,over65,134927
53033,King County, Washington,2015,over65,258501
53053,Pierce County, Washington,2015,over65,107160
53061,Snohomish County, Washington,2015,over65,93893
55025,Dane County, Wisconsin,2015,over65,61622
55079,Milwaukee County, Wisconsin,2015,over65,115021
1073,Jefferson County, Alabama,2016,over65,97011
4013,Maricopa County, Arizona,2016,over65,613917
4019,Pima County, Arizona,2016,over65,191532
6001,Alameda County, California,2016,over65,211331
6013,Contra Costa County, California,2016,over65,167153
6019,Fresno County, California,2016,over65,114036
6029,Kern County, California,2016,over65,89560
6037,Los Angeles County, California,2016,over65,1281504
6059,Orange County, California,2016,over65,437015
6065,Riverside County, California,2016,over65,328380
6067,Sacramento County, California,2016,over65,203127
6071,San Bernardino County, California,2016,over65,231519
6073,San Diego County, California,2016,over65,438328
6075,San Francisco County, California,2016,over65,126801
6077,San Joaquin County, California,2016,over65,88421
6081,San Mateo County, California,2016,over65,114096
6085,Santa Clara County, California,2016,over65,240888
6099,Stanislaus County, California,2016,over65,67809
6111,Ventura County, California,2016,over65,122187
8005,Arapahoe County, Colorado,2016,over65,77556
8031,Denver County, Colorado,2016,over65,75667
8041,El Paso County, Colorado,2016,over65,82253
9001,Fairfield County, Connecticut,2016,over65,135077
9003,Hartford County, Connecticut,2016,over65,139636
9009,New Haven County, Connecticut,2016,over65,134126
10003,New Castle County, Delaware,2016,over65,78560
11001,District of Columbia, District of Columbia,2016,over65,76794
12009,Brevard County, Florida,2016,over65,132278
12011,Broward County, Florida,2016,over65,302881
12031,Duval County, Florida,2016,over65,122134
12057,Hillsborough County, Florida,2016,over65,185791
12071,Lee County, Florida,2016,over65,195524
12086,Miami-Dade County, Florida,2016,over65,424167
12095,Orange County, Florida,2016,over65,144149
12099,Palm Beach County, Florida,2016,over65,331347
12101,Pasco County, Florida,2016,over65,114856
12103,Pinellas County, Florida,2016,over65,222961
12105,Polk County, Florida,2016,over65,131538
12127,Volusia County, Florida,2016,over65,124133
13067,Cobb County, Georgia,2016,over65,84103
13089,DeKalb County, Georgia,2016,over65,80501
13121,Fulton County, Georgia,2016,over65,110666
13135,Gwinnett County, Georgia,2016,over65,83933
15003,Honolulu County, Hawaii,2016,over65,160918
17031,Cook County, Illinois,2016,over65,683118
17043,DuPage County, Illinois,2016,over65,129192
17089,Kane County, Illinois,2016,over65,65478
17097,Lake County, Illinois,2016,over65,89330
18097,Marion County, Indiana,2016,over65,106816
20173,Sedgwick County, Kansas,2016,over65,67347
21111,Jefferson County, Kentucky,2016,over65,113252
24005,Baltimore County, Maryland,2016,over65,133054
24031,Montgomery County, Maryland,2016,over65,148351
24033,Prince George's County, Maryland,2016,over65,109904
24510,Baltimore city, Maryland,2016,over65,76226
25005,Bristol County, Massachusetts,2016,over65,87373
25009,Essex County, Massachusetts,2016,over65,123213
25017,Middlesex County, Massachusetts,2016,over65,224083
25025,Suffolk County, Massachusetts,2016,over65,85661
25027,Worcester County, Massachusetts,2016,over65,116613
26081,Kent County, Michigan,2016,over65,79659
26099,Macomb County, Michigan,2016,over65,137572
26125,Oakland County, Michigan,2016,over65,194484
26163,Wayne County, Michigan,2016,over65,246277
27053,Hennepin County, Minnesota,2016,over65,157442
27123,Ramsey County, Minnesota,2016,over65,70951
29095,Jackson County, Missouri,2016,over65,93712
29189,St. Louis County, Missouri,2016,over65,164543
31055,Douglas County, Nebraska,2016,over65,65186
32003,Clark County, Nevada,2016,over65,301056
34003,Bergen County, New Jersey,2016,over65,150408
34007,Camden County, New Jersey,2016,over65,73612
34013,Essex County, New Jersey,2016,over65,99024
34017,Hudson County, New Jersey,2016,over65,72353
34023,Middlesex County, New Jersey,2016,over65,115742
34029,Ocean County, New Jersey,2016,over65,128648
34031,Passaic County, New Jersey,2016,over65,67188
34039,Union County, New Jersey,2016,over65,72701
35001,Bernalillo County, New Mexico,2016,over65,101392
36005,Bronx County, New York,2016,over65,161463
36029,Erie County, New York,2016,over65,152797
36047,Kings County, New York,2016,over65,326794
36055,Monroe County, New York,2016,over65,117657
36059,Nassau County, New York,2016,over65,225748
36061,New York County, New York,2016,over65,239777
36081,Queens County, New York,2016,over65,321996
36103,Suffolk County, New York,2016,over65,232660
36119,Westchester County, New York,2016,over65,152481
37081,Guilford County, North Carolina,2016,over65,73469
37119,Mecklenburg County, North Carolina,2016,over65,109116
37183,Wake County, North Carolina,2016,over65,109019
39035,Cuyahoga County, Ohio,2016,over65,205419
39049,Franklin County, Ohio,2016,over65,139791
39061,Hamilton County, Ohio,2016,over65,113887
39113,Montgomery County, Ohio,2016,over65,88316
39153,Summit County, Ohio,2016,over65,89592
40109,Oklahoma County, Oklahoma,2016,over65,99064
40143,Tulsa County, Oklahoma,2016,over65,84516
41051,Multnomah County, Oregon,2016,over65,99059
41067,Washington County, Oregon,2016,over65,72740
42003,Allegheny County, Pennsylvania,2016,over65,213781
42045,Delaware County, Pennsylvania,2016,over65,85396
42071,Lancaster County, Pennsylvania,2016,over65,87559
42091,Montgomery County, Pennsylvania,2016,over65,134791
42101,Philadelphia County, Pennsylvania,2016,over65,194107
44007,Providence County, Rhode Island,2016,over65,88395
47037,Davidson County, Tennessee,2016,over65,76886
47157,Shelby County, Tennessee,2016,over65,114444
48029,Bexar County, Texas,2016,over65,220835
48085,Collin County, Texas,2016,over65,96796
48113,Dallas County, Texas,2016,over65,254674
48121,Denton County, Texas,2016,over65,74283
48141,El Paso County, Texas,2016,over65,98129
48157,Fort Bend County, Texas,2016,over65,76297
48201,Harris County, Texas,2016,over65,440499
48215,Hidalgo County, Texas,2016,over65,91984
48339,Montgomery County, Texas,2016,over65,69283
48439,Tarrant County, Texas,2016,over65,211685
48453,Travis County, Texas,2016,over65,106103
49035,Salt Lake County, Utah,2016,over65,112296
49049,Utah County, Utah,2016,over65,43491
51059,Fairfax County, Virginia,2016,over65,139757
53033,King County, Washington,2016,over65,267516
53053,Pierce County, Washington,2016,over65,112915
53061,Snohomish County, Washington,2016,over65,99279
55025,Dane County, Wisconsin,2016,over65,66021
55079,Milwaukee County, Wisconsin,2016,over65,116875
1073,Jefferson County, Alabama,2010,oneRace,640703
4013,Maricopa County, Arizona,2010,oneRace,3678160
4019,Pima County, Arizona,2010,oneRace,930675
6001,Alameda County, California,2010,oneRace,1406431
6013,Contra Costa County, California,2010,oneRace,991150
6019,Fresno County, California,2010,oneRace,878243
6029,Kern County, California,2010,oneRace,777201
6037,Los Angeles County, California,2010,oneRace,9319465
6059,Orange County, California,2010,oneRace,2889074
6065,Riverside County, California,2010,oneRace,2079568
6067,Sacramento County, California,2010,oneRace,1301868
6071,San Bernardino County, California,2010,oneRace,1909121
6073,San Diego County, California,2010,oneRace,2870071
6075,San Francisco County, California,2010,oneRace,769945
6077,San Joaquin County, California,2010,oneRace,627059
6081,San Mateo County, California,2010,oneRace,676315
6085,Santa Clara County, California,2010,oneRace,1690464
6099,Stanislaus County, California,2010,oneRace,484799
6111,Ventura County, California,2010,oneRace,784771
8005,Arapahoe County, Colorado,2010,oneRace,545219
8031,Denver County, Colorado,2010,oneRace,573989
8041,El Paso County, Colorado,2010,oneRace,573535
9001,Fairfield County, Connecticut,2010,oneRace,880834
9003,Hartford County, Connecticut,2010,oneRace,844669
9009,New Haven County, Connecticut,2010,oneRace,814711
10003,New Castle County, Delaware,2010,oneRace,510647
11001,District of Columbia, District of Columbia,2010,oneRace,559507
12009,Brevard County, Florida,2010,oneRace,521697
12011,Broward County, Florida,2010,oneRace,1694941
12031,Duval County, Florida,2010,oneRace,820554
12057,Hillsborough County, Florida,2010,oneRace,1183676
12071,Lee County, Florida,2010,oneRace,603465
12086,Miami-Dade County, Florida,2010,oneRace,2418828
12095,Orange County, Florida,2010,oneRace,1089011
12099,Palm Beach County, Florida,2010,oneRace,1287713
12103,Pinellas County, Florida,2010,oneRace,884364
12105,Polk County, Florida,2010,oneRace,578722
12127,Volusia County, Florida,2010,oneRace,470354
13067,Cobb County, Georgia,2010,oneRace,671332
13089,DeKalb County, Georgia,2010,oneRace,670140
13121,Fulton County, Georgia,2010,oneRace,877993
13135,Gwinnett County, Georgia,2010,oneRace,783670
15003,Honolulu County, Hawaii,2010,oneRace,722162
17031,Cook County, Illinois,2010,oneRace,5035513
17043,DuPage County, Illinois,2010,oneRace,887291
17089,Kane County, Illinois,2010,oneRace,500783
17097,Lake County, Illinois,2010,oneRace,676075
17197,Will County, Illinois,2010,oneRace,653156
18097,Marion County, Indiana,2010,oneRace,863212
21111,Jefferson County, Kentucky,2010,oneRace,716287
24005,Baltimore County, Maryland,2010,oneRace,766706
24031,Montgomery County, Maryland,2010,oneRace,930312
24033,Prince George's County, Maryland,2010,oneRace,818108
24510,Baltimore city, Maryland,2010,oneRace,587441
25005,Bristol County, Massachusetts,2010,oneRace,522617
25009,Essex County, Massachusetts,2010,oneRace,715161
25017,Middlesex County, Massachusetts,2010,oneRace,1417790
25025,Suffolk County, Massachusetts,2010,oneRace,638201
25027,Worcester County, Massachusetts,2010,oneRace,753796
26081,Kent County, Michigan,2010,oneRace,574895
26099,Macomb County, Michigan,2010,oneRace,817024
26125,Oakland County, Michigan,2010,oneRace,1163161
26163,Wayne County, Michigan,2010,oneRace,1756317
27053,Hennepin County, Minnesota,2010,oneRace,1094607
27123,Ramsey County, Minnesota,2010,oneRace,478235
29095,Jackson County, Missouri,2010,oneRace,644089
29189,St. Louis County, Missouri,2010,oneRace,960365
31055,Douglas County, Nebraska,2010,oneRace,488908
32003,Clark County, Nevada,2010,oneRace,1853264
34003,Bergen County, New Jersey,2010,oneRace,879777
34007,Camden County, New Jersey,2010,oneRace,489482
34013,Essex County, New Jersey,2010,oneRace,722497
34017,Hudson County, New Jersey,2010,oneRace,608524
34023,Middlesex County, New Jersey,2010,oneRace,765303
34029,Ocean County, New Jersey,2010,oneRace,559624
34031,Passaic County, New Jersey,2010,oneRace,483753
34039,Union County, New Jersey,2010,oneRace,520303
35001,Bernalillo County, New Mexico,2010,oneRace,632590
36005,Bronx County, New York,2010,oneRace,1296258
36029,Erie County, New York,2010,oneRace,872830
36047,Kings County, New York,2010,oneRace,2435199
36055,Monroe County, New York,2010,oneRace,702941
36059,Nassau County, New York,2010,oneRace,1285447
36061,New York County, New York,2010,oneRace,1485738
36081,Queens County, New York,2010,oneRace,2140828
36103,Suffolk County, New York,2010,oneRace,1442947
36119,Westchester County, New York,2010,oneRace,894344
37119,Mecklenburg County, North Carolina,2010,oneRace,886682
37183,Wake County, North Carolina,2010,oneRace,863681
39035,Cuyahoga County, Ohio,2010,oneRace,1221666
39049,Franklin County, Ohio,2010,oneRace,1111843
39061,Hamilton County, Ohio,2010,oneRace,764075
39113,Montgomery County, Ohio,2010,oneRace,508522
39153,Summit County, Ohio,2010,oneRace,518139
40109,Oklahoma County, Oklahoma,2010,oneRace,658962
40143,Tulsa County, Oklahoma,2010,oneRace,557295
41051,Multnomah County, Oregon,2010,oneRace,697513
41067,Washington County, Oregon,2010,oneRace,503089
42003,Allegheny County, Pennsylvania,2010,oneRace,1156010
42045,Delaware County, Pennsylvania,2010,oneRace,529360
42071,Lancaster County, Pennsylvania,2010,oneRace,498294
42101,Philadelphia County, Pennsylvania,2010,oneRace,1451165
44007,Providence County, Rhode Island,2010,oneRace,575852
47037,Davidson County, Tennessee,2010,oneRace,587482
47157,Shelby County, Tennessee,2010,oneRace,894883
48029,Bexar County, Texas,2010,oneRace,1640726
48085,Collin County, Texas,2010,oneRace,761336
48113,Dallas County, Texas,2010,oneRace,2280843
48121,Denton County, Texas,2010,oneRace,628022
48141,El Paso County, Texas,2010,oneRace,777087
48157,Fort Bend County, Texas,2010,oneRace,572094
48201,Harris County, Texas,2010,oneRace,4001694
48215,Hidalgo County, Texas,2010,oneRace,767125
48439,Tarrant County, Texas,2010,oneRace,1749110
48453,Travis County, Texas,2010,oneRace,985404
49035,Salt Lake County, Utah,2010,oneRace,991642
49049,Utah County, Utah,2010,oneRace,493920
51059,Fairfax County, Virginia,2010,oneRace,1039338
53033,King County, Washington,2010,oneRace,1814393
53053,Pierce County, Washington,2010,oneRace,727155
53061,Snohomish County, Washington,2010,oneRace,672732
55079,Milwaukee County, Wisconsin,2010,oneRace,893623
1073,Jefferson County, Alabama,2011,oneRace,640705
4013,Maricopa County, Arizona,2011,oneRace,3722088
4019,Pima County, Arizona,2011,oneRace,938922
6001,Alameda County, California,2011,oneRace,1419982
6013,Contra Costa County, California,2011,oneRace,999084
6019,Fresno County, California,2011,oneRace,889278
6029,Kern County, California,2011,oneRace,792083
6037,Los Angeles County, California,2011,oneRace,9375630
6059,Orange County, California,2011,oneRace,2925109
6065,Riverside County, California,2011,oneRace,2123462
6067,Sacramento County, California,2011,oneRace,1319456
6071,San Bernardino County, California,2011,oneRace,1927436
6073,San Diego County, California,2011,oneRace,2913797
6075,San Francisco County, California,2011,oneRace,766605
6077,San Joaquin County, California,2011,oneRace,640695
6081,San Mateo County, California,2011,oneRace,689417
6085,Santa Clara County, California,2011,oneRace,1704238
6099,Stanislaus County, California,2011,oneRace,490419
6111,Ventura County, California,2011,oneRace,786004
8005,Arapahoe County, Colorado,2011,oneRace,555129
8031,Denver County, Colorado,2011,oneRace,586453
8041,El Paso County, Colorado,2011,oneRace,588454
9001,Fairfield County, Connecticut,2011,oneRace,892222
9003,Hartford County, Connecticut,2011,oneRace,846406
9009,New Haven County, Connecticut,2011,oneRace,816324
10003,New Castle County, Delaware,2011,oneRace,512351
11001,District of Columbia, District of Columbia,2011,oneRace,572106
12009,Brevard County, Florida,2011,oneRace,520033
12011,Broward County, Florida,2011,oneRace,1725530
12031,Duval County, Florida,2011,oneRace,827351
12057,Hillsborough County, Florida,2011,oneRace,1209137
12071,Lee County, Florida,2011,oneRace,612284
12086,Miami-Dade County, Florida,2011,oneRace,2483631
12095,Orange County, Florida,2011,oneRace,1111010
12099,Palm Beach County, Florida,2011,oneRace,1290100
12103,Pinellas County, Florida,2011,oneRace,885415
12105,Polk County, Florida,2011,oneRace,585449
12127,Volusia County, Florida,2011,oneRace,475084
13067,Cobb County, Georgia,2011,oneRace,672224
13089,DeKalb County, Georgia,2011,oneRace,669155
13121,Fulton County, Georgia,2011,oneRace,907667
13135,Gwinnett County, Georgia,2011,oneRace,794317
15003,Honolulu County, Hawaii,2011,oneRace,726386
17031,Cook County, Illinois,2011,oneRace,5027309
17043,DuPage County, Illinois,2011,oneRace,890617
17089,Kane County, Illinois,2011,oneRace,502018
17097,Lake County, Illinois,2011,oneRace,672038
17197,Will County, Illinois,2011,oneRace,655703
18097,Marion County, Indiana,2011,oneRace,867329
20173,Sedgwick County, Kansas,2011,oneRace,469516
21111,Jefferson County, Kentucky,2011,oneRace,712304
24005,Baltimore County, Maryland,2011,oneRace,772655
24031,Montgomery County, Maryland,2011,oneRace,945728
24033,Prince George's County, Maryland,2011,oneRace,830760
24510,Baltimore city, Maryland,2011,oneRace,582463
25005,Bristol County, Massachusetts,2011,oneRace,520720
25009,Essex County, Massachusetts,2011,oneRace,718243
25017,Middlesex County, Massachusetts,2011,oneRace,1423687
25025,Suffolk County, Massachusetts,2011,oneRace,655492
25027,Worcester County, Massachusetts,2011,oneRace,760759
26081,Kent County, Michigan,2011,oneRace,578531
26099,Macomb County, Michigan,2011,oneRace,818864
26125,Oakland County, Michigan,2011,oneRace,1168156
26163,Wayne County, Michigan,2011,oneRace,1741743
27053,Hennepin County, Minnesota,2011,oneRace,1107175
27123,Ramsey County, Minnesota,2011,oneRace,483048
29095,Jackson County, Missouri,2011,oneRace,641491
29189,St. Louis County, Missouri,2011,oneRace,958006
31055,Douglas County, Nebraska,2011,oneRace,498274
32003,Clark County, Nevada,2011,oneRace,1861933
