FIPS_Code,County,State,Total,Male,Female,Under18,a18to64,over65,oneRace,White,AfricanAmerican,Native,Asian,Hawaiian,otherRace,Multiracial,FamilyHousehold,OtherLivingArrangements,totPoverty25,NoHS,HighSchool,SomeCollege,Bachelors,AmericanBorn,ForeignBorn,NaturalizedCitizen,Disability,NoDisability,totPoverty16to64,FullTime,PartTime,NoWork,Year
26081,Kent County, Michigan,611358,301118,310240,155067,384610,71681,590059,501542,58979,2877,15011,49,11601,21299,502377,108981,398166,43416,94670,124067,136013,566359,44999,17994,73130,537985,401950,191068,127539,83343,2013
26099,Macomb County, Michigan,846457,410926,435531,186627,532682,127148,826097,706783,85534,1897,29235,301,2347,20360,708566,137891,586697,70858,173681,205184,136974,752199,94258,54129,119922,726113,557724,265573,156873,135278,2013
26125,Oakland County, Michigan,1221247,592995,628252,273882,770955,176410,1189687,932726,169656,2721,77583,85,6916,31560,1010318,210929,850383,60106,172739,243709,373829,1070985,150262,79577,144021,1076734,805135,404894,226172,174069,2013
26163,Wayne County, Michigan,1756440,844174,912266,424826,1096971,234643,1718531,934908,688827,6312,51949,192,36343,37909,1454823,301617,1157492,174401,347058,378886,257147,1614771,141669,75351,293636,1462240,1146626,450866,298529,397231,2013
27053,Hennepin County, Minnesota,1175573,578298,597275,263367,771939,140267,1132871,870909,139627,6810,79395,513,35617,42702,890968,284605,812556,58135,147751,226399,380271,1018439,157134,79394,117061,1058002,798351,431868,235454,131029,2013
27123,Ramsey County, Minnesota,511679,249196,262483,120052,327685,63942,491855,352740,57458,4862,67522,58,9215,19824,391906,119773,342040,32558,73882,94298,141302,435029,76650,38967,54527,457144,340255,170534,107464,62257,2013
29095,Jackson County, Missouri,669703,324033,345670,160847,421983,86873,649196,447169,158252,3115,11219,1913,27528,20507,526826,142877,450170,46221,134386,142358,127205,631501,38202,14503,90453,579049,438179,225510,112679,99990,2013
29189,St. Louis County, Missouri,980448,464966,515482,221472,605461,153515,955458,686484,225882,1512,35352,64,6164,24990,814302,166146,675725,44780,141039,201219,288687,920278,60170,33255,117169,863097,632828,335983,168708,128137,2013
31055,Douglas County, Nebraska,526044,258293,267751,136788,331000,58256,510335,424093,57008,1677,15336,249,11972,15709,425038,101006,343369,39239,70528,107264,126338,476283,49761,15912,56899,469007,345068,187305,97727,60036,2013
32003,Clark County, Nevada,2002803,1000420,1002383,482192,1263363,257248,1913290,1258265,211818,10390,187089,14210,231518,89513,1662221,340582,1339776,204876,389251,447448,298201,1564343,438460,210232,248893,1749582,1319199,619712,353030,346457,2013
34003,Bergen County, New Jersey,914137,442762,471375,201730,569918,142489,897573,635861,53739,1965,145586,82,60340,16564,798796,115341,644550,52312,156625,130094,305519,637015,277122,162590,74818,839078,594906,317850,135361,141695,2013
34007,Camden County, New Jersey,505832,244552,261280,119070,317545,69217,489412,319303,101334,498,28292,0,39985,16420,431369,74463,342742,39512,111197,92679,99354,451198,54634,30380,72346,433312,330480,154273,96942,79265,2013
34013,Essex County, New Jersey,770876,367008,403868,189707,488038,93131,748889,318637,310346,2051,37782,0,80073,21987,649170,121706,512313,75691,149885,117637,169100,573145,197731,103219,101611,669265,509948,234234,132333,143381,2013
34017,Hudson County, New Jersey,653812,324822,328990,133441,452227,68144,631359,367029,81516,2357,96333,59,84065,22453,515627,138185,461779,80192,118566,92696,170325,371490,282322,129760,68309,585407,465852,244515,108017,113320,2013
34023,Middlesex County, New Jersey,802417,393031,409386,183004,513969,105444,784035,488316,76070,1154,184092,0,34403,18382,701603,100814,552913,64421,137451,123944,227097,538736,263681,138820,76070,726285,535621,278254,133073,124294,2013
34029,Ocean County, New Jersey,574587,275172,299415,134346,316763,123478,567376,527827,17094,616,11457,0,10382,7211,491745,82842,397599,42462,145088,106246,103803,531261,43326,25171,78706,495225,330506,151318,101366,77822,2013
34031,Passaic County, New Jersey,497853,242782,255071,122481,312069,63303,477279,327674,65609,2479,27340,126,54051,20574,442872,54981,327130,55818,117900,70281,83131,352424,145429,72724,44063,453790,326821,159499,75791,91531,2013
34039,Union County, New Jersey,540926,264272,276654,129709,342847,68370,529953,308959,114541,1585,26407,481,77980,10973,471855,69071,364727,51393,106118,88301,118915,378525,162401,84216,50621,490251,356771,176893,95122,84756,2013
35001,Bernalillo County, New Mexico,666172,325987,340185,155881,420018,90273,641662,519714,21159,26848,16420,642,56879,24510,539774,126398,446040,52881,104319,140756,148084,592944,73228,24485,93167,571547,437344,207102,117091,113151,2013
36005,Bronx County, New York,1379387,646472,732915,354638,876764,147985,1327791,279363,455068,7710,50811,1437,533402,51596,1170752,208635,867211,243910,243545,217545,162211,906708,472679,219558,195920,1182773,916236,375790,212795,327651,2013
36029,Erie County, New York,893457,429596,463861,187909,560164,145384,873176,705633,117969,3827,24708,240,20799,20281,704304,189153,623405,58051,172181,193587,199586,837573,55884,27609,121869,771343,582408,284259,167428,130721,2013
36047,Kings County, New York,2571598,1218035,1353563,598084,1668410,305104,2513203,1109922,876226,8993,292882,750,224430,58395,2092069,479529,1725317,365001,448391,344601,567324,1612268,959330,538576,247887,2322832,1732230,806830,412311,513089,2013
36055,Monroe County, New York,723613,348385,375228,158618,456728,108267,706011,546273,113544,2970,24799,398,18027,17602,572556,151057,497949,47096,123259,146201,181393,667661,55952,33866,93839,629467,476963,235933,132875,108155,2013
36059,Nassau County, New York,1331298,645536,685762,298471,821386,211441,1274255,927468,148442,4070,113550,296,80429,57043,1199561,131737,921284,89220,215583,220292,396189,1042019,289279,175532,114680,1216293,860160,441937,222397,195826,2013
36061,New York County, New York,1580465,748891,831574,235647,1119475,225343,1519045,891050,237043,5020,180540,2247,203145,61420,970532,609933,1217347,160384,158082,160035,738846,1126474,453991,228629,155384,1424906,1142803,610547,274335,257921,2013
36081,Queens County, New York,2270581,1103483,1167098,461234,1511080,298267,2197296,959911,414671,6015,559727,1250,255722,73285,1920533,350048,1602191,306872,437676,367443,490200,1171947,1098634,612064,216818,2053448,1561694,787465,353093,421136,2013
36103,Suffolk County, New York,1470600,723403,747197,335322,919936,215342,1433779,1188666,112304,4741,52082,448,75538,36821,1307406,163194,1007144,101605,294257,267030,344252,1246088,224512,111392,138922,1331415,962723,486805,252865,223053,2013
36119,Westchester County, New York,944176,455739,488437,219385,580932,143859,920039,621576,132626,2919,52698,0,110220,24137,815702,128474,649448,79532,123904,138448,307564,700008,244168,120109,86456,857568,605723,312744,160314,132665,2013
37081,Guilford County, North Carolina,491582,234274,257308,114040,312024,65518,482219,278060,164243,3307,22329,543,13737,9363,398437,93145,330606,34883,81832,98931,114960,445528,46054,13862,54168,436832,325120,155269,85521,84330,2013
37119,Mecklenburg County, North Carolina,974793,468678,506115,242174,638715,93904,950351,540273,305948,3301,48034,73,52722,24442,775193,199600,647456,71679,120935,182582,272260,829284,145509,49351,91150,883108,662244,346204,181459,134581,2013
37183,Wake County, North Carolina,950090,463650,486440,243167,615817,91106,928943,647730,192205,2988,58267,472,27281,21147,774167,175923,627583,51446,101791,163317,311029,827924,122166,45040,77719,871341,640200,352205,168743,119252,2013
39035,Cuyahoga County, Ohio,1236419,587918,648501,270022,771238,195159,1203824,787445,363828,2878,34380,270,15023,32595,963142,273277,859898,96339,238072,252750,272737,1148946,87473,55710,180090,1056132,803949,385300,214860,203789,2013
39049,Franklin County, Ohio,1183643,576660,606983,282413,776515,124715,1140958,815947,252924,1557,49484,314,20732,42685,906670,276973,789318,80597,200089,211639,296993,1065924,117719,45257,144963,1037554,805312,424489,218539,162284,2013
39061,Hamilton County, Ohio,786061,377538,408523,183899,495430,106732,766983,542675,199300,1492,18001,489,5026,19078,612104,173957,529899,59994,143148,143449,183308,745244,40817,19490,101389,684541,516139,248354,150171,117614,2013
39113,Montgomery County, Ohio,520853,249710,271143,118326,319310,83217,505884,383894,107696,880,9165,270,3979,14969,415902,104951,356869,37503,103239,126493,89634,500762,20091,10133,81402,438321,332423,155806,93963,82654,2013
39153,Summit County, Ohio,533277,258241,275036,117194,333515,82568,519844,426113,76634,1192,13119,146,2640,13433,429347,103930,368732,34120,121445,97441,115726,505361,27916,13360,64498,468696,347510,174730,90433,82347,2013
40109,Oklahoma County, Oklahoma,738345,360118,378227,188683,459020,90642,692604,512006,107780,24027,23037,483,25271,45741,596913,141432,481564,70646,122120,146047,142751,657236,81109,25956,101518,633967,477827,251724,116406,109697,2013
40143,Tulsa County, Oklahoma,612322,298485,313837,155472,379740,77110,559807,437923,59711,26436,15424,345,19968,52515,503352,108970,400763,44258,104680,128954,122871,562292,50030,16960,80450,531690,396080,211277,96367,88436,2013
41051,Multnomah County, Oregon,750599,370125,380474,149065,514709,86825,711240,586981,40476,6359,50064,4165,23195,39359,540784,209815,541642,54051,97276,162901,227414,639516,111083,45995,105385,644851,529065,240353,174341,114371,2013
41067,Washington County, Oregon,549420,271276,278144,135278,351656,62486,525945,440933,10752,3443,49660,2801,18356,23475,455594,93826,368588,36873,75075,116855,139785,457561,91859,39655,56582,492719,366369,182953,108722,74694,2013
42003,Allegheny County, Pennsylvania,1197745,575867,621878,232316,762043,203386,1172194,975085,154882,1416,36992,69,3750,25551,909902,287843,866155,52414,252234,222587,338920,1127911,69834,31147,159834,1037590,789639,410915,215973,162751,2013
42045,Delaware County, Pennsylvania,540434,257275,283159,124405,335646,80383,529891,383225,110785,630,27515,46,7690,10543,457869,82565,370253,28859,118452,89459,133483,488710,51724,26954,63631,476803,350735,176853,91276,82606,2013
42071,Lancaster County, Pennsylvania,514196,250147,264049,126537,307180,80479,505712,455076,22211,1071,9860,0,17494,8484,441488,72708,344063,55742,128642,69611,90068,489371,24825,13604,55299,458592,321178,167194,90393,63591,2013
42091,Montgomery County, Pennsylvania,790802,383495,407307,178300,487974,124528,774011,644496,67038,449,54850,67,7111,16791,669084,121718,555483,33011,136514,122679,263279,707116,83686,45985,80426,710148,508976,276963,136874,95139,2013
42101,Philadelphia County, Pennsylvania,1510294,713415,796879,340410,984038,185846,1472811,622029,657011,3188,102845,375,87363,37483,1121796,388498,1010937,177057,345812,230749,257319,1315663,194631,93071,237290,1272893,1018607,429704,248010,340893,2013
44007,Providence County, Rhode Island,601768,293228,308540,130541,387974,83253,585203,435739,59248,2669,21743,291,65513,16565,493514,108254,412654,74369,116188,108631,113466,494448,107320,51747,80071,521236,404217,183971,119399,100847,2013
47037,Davidson County, Tennessee,637715,307489,330226,140555,428088,69072,623212,397599,174091,2245,20701,350,28226,14503,480930,156785,440368,56079,102664,114800,166825,560955,76760,28089,75095,562211,441098,231696,120106,89296,2013
47157,Shelby County, Tennessee,922086,438107,483979,237959,581476,102651,907921,372911,485619,1223,22841,414,24913,14165,767261,154825,592563,82406,154236,177544,178377,862855,59231,18926,121837,798935,608688,291484,152427,164777,2013
48029,Bexar County, Texas,1783867,875194,908673,471975,1116149,195743,1731021,1410083,128559,10336,45584,2396,134063,52846,1519945,263922,1129736,181810,299162,345117,303647,1549063,234804,88872,240110,1535801,1166263,572524,306596,287143,2013
48085,Collin County, Texas,850829,418708,432121,234537,538564,77728,825257,628837,78036,3288,101882,504,12710,25572,747385,103444,549284,33660,87851,157164,270609,700425,150404,72217,57149,793114,567140,325912,127489,113739,2013
48113,Dallas County, Texas,2450372,1208939,1241433,665935,1555928,228509,2387461,1443685,541735,6565,138373,1121,255982,62911,2064413,385959,1547391,341437,340693,407518,457743,1868620,581752,164017,235479,2214034,1622941,847149,390953,384839,2013
48121,Denton County, Texas,715471,353041,362430,190242,466331,58898,690853,558944,61023,2627,51082,573,16604,24618,613986,101485,461133,39960,88187,142881,190105,608030,107441,39754,57482,657544,487175,277826,121676,87673,2013
48141,El Paso County, Texas,812287,394210,418077,237585,486206,88496,797077,685377,26141,5653,8966,1148,69792,15210,734336,77951,482590,121645,112087,147408,101450,596196,216091,86765,106636,693034,513320,231548,123666,158106,2013
48157,Fort Bend County, Texas,646799,316547,330252,183797,405842,57160,632443,340392,134270,552,118566,0,38663,14356,599945,46854,408681,45758,68681,109207,185035,476703,170096,92720,49123,597645,428207,234659,93206,100342,2013
48201,Harris County, Texas,4290782,2134764,2156018,1171393,2737090,382299,4190485,2723314,802188,22581,274851,2448,365103,100297,3685726,605056,2700661,542084,640343,710546,807688,3200313,1090469,361930,401664,3888388,2862190,1483808,681834,696548,2013
48215,Hidalgo County, Texas,803934,391039,412895,274965,448885,80084,797820,737758,4620,1374,8407,0,45661,6114,751009,52925,440438,168796,101285,97953,72404,570567,233367,54471,97288,706543,477490,189830,127090,160570,2013
48439,Tarrant County, Texas,1886000,925923,960077,516289,1186221,183490,1820611,1304909,286056,9381,88254,2562,129449,65389,1618595,267405,1194849,175909,280160,372102,366678,1590888,295112,107879,200811,1683239,1242726,668821,299993,273912,2013
48453,Travis County, Texas,1096344,554536,541808,256556,751162,88626,1062852,855181,87213,4653,65122,666,50017,33492,821407,274937,736516,87046,126614,182762,340094,896433,199911,64441,109418,986556,775015,424801,209240,140974,2013
49035,Salt Lake County, Utah,1064922,533568,531354,302090,663198,99634,1038397,871118,16917,7912,38330,17660,86460,26525,923460,141462,658147,65677,150324,232449,209697,933070,131852,48732,99441,964809,694896,358333,198218,138345,2013
49049,Utah County, Utah,538728,271207,267521,190528,309921,38279,526056,491650,3953,3017,7872,4901,14663,12672,484854,53874,264950,16910,41492,104726,101822,499705,39023,13241,43541,494686,327320,131798,122016,73506,2013
51059,Fairfax County, Virginia,1120638,555507,565131,268578,728447,123613,1075810,712988,107702,1988,206412,978,45742,44828,965220,155418,765463,60139,99053,145858,460413,782753,337885,178415,73956,1037750,756542,439262,186673,130607,2013
53033,King County, Washington,2016073,1007034,1009039,425483,1352917,237673,1902363,1395185,123348,16455,310104,15377,41894,113710,1552203,463870,1422561,107899,234813,393114,686735,1580791,435282,207918,195475,1818043,1397811,719460,404149,274202,2013
53053,Pierce County, Washington,802110,397371,404739,194543,509635,97932,749339,601466,55328,9934,49981,11006,21624,52771,668887,133223,533892,52874,147131,197802,136085,721694,80416,40560,111169,677519,532584,253479,143407,135698,2013
53061,Snohomish County, Washington,737318,368166,369152,172161,479947,85210,702887,585428,20341,8630,71336,3611,13541,34431,616096,121222,501387,42513,116126,190926,151822,629356,107962,60003,90285,645471,499371,247750,138827,112794,2013
55025,Dane County, Wisconsin,497091,246412,250679,107027,333324,56740,484860,422990,25344,1167,25706,340,9313,12231,362084,135007,329955,17943,60309,93748,157955,457082,40009,12812,47332,449513,344574,183458,114833,46283,2013
55079,Milwaukee County, Wisconsin,933062,448286,484776,230559,592034,110469,901211,582876,244453,4205,34617,76,34984,31851,720136,212926,613039,82215,172255,175944,182625,850294,82768,34665,125454,807388,615902,285771,179402,150729,2013
1073,Jefferson County, Alabama,645501,304442,341059,150808,402901,91792,636470,339218,270607,2080,10475,284,13806,9031,527332,118169,440684,46079,123193,135754,135658,622037,23464,7744,100198,544989,420346,202922,99679,117745,2014
4013,Maricopa County, Arizona,4032398,1988616,2043782,1009107,2463710,559581,3901444,3188844,204690,74318,159823,8807,264962,130954,3335732,696666,2646142,347329,605915,887237,805661,3424308,608090,224659,441592,3587247,2577017,1290156,630638,656223,2014
4019,Pima County, Arizona,974855,473899,500956,213864,585687,175304,933345,759241,30690,31459,25897,1856,84202,41510,772748,202107,648850,76098,147964,222277,202511,844018,130837,60474,148541,822063,609922,272807,184702,152413,2014
6001,Alameda County, California,1583652,776796,806856,341841,1045014,196797,1488765,702051,181722,10446,444785,13140,136621,94887,1305841,277811,1108245,143075,202646,285410,477114,1074859,508793,265265,152554,1429510,1082273,529088,296763,256422,2014
6013,Contra Costa County, California,1101741,537124,564617,256902,689429,155410,1028531,653928,92678,5146,172302,5433,99044,73210,947037,154704,751368,83348,142140,226628,299252,831148,270593,141269,121801,979474,718344,335087,206892,176365,2014
6019,Fresno County, California,949344,470287,479057,275309,568059,105976,914135,575847,47738,8183,95399,2230,184738,35209,836034,113310,571245,148945,131979,176605,113716,745104,204240,80802,124240,824488,596575,233631,173107,189837,2014
6029,Kern County, California,841935,418746,423189,253448,503596,84891,810036,643278,40987,10239,39312,716,75504,31899,756452,85483,495770,123455,135960,157201,79154,677006,164929,53023,93951,746971,531729,218729,139328,173672,2014
6037,Los Angeles County, California,9964447,4902749,5061698,2273054,6485429,1205964,9576440,5236525,810737,62342,1426542,28440,2011854,388007,8425354,1539093,6691505,1500092,1390679,1759074,2041660,6470276,3494171,1737533,984316,8977225,6756813,3115629,1771228,1869956,2014
6059,Orange County, California,3108399,1534929,1573470,710876,1989673,407850,2983551,1958032,49807,13776,595139,8926,357871,124848,2698290,410109,2096391,321644,365270,610473,799004,2157526,950873,491016,268829,2838065,2071317,1006486,566334,498497,2014
6065,Riverside County, California,2296989,1135975,1161014,603980,1388719,304290,2200396,1459432,141077,20915,144754,5520,428698,96593,2043314,253675,1457188,280153,385302,487407,304326,1785947,511042,233289,256090,2037133,1460501,605681,397712,457108,2014
6067,Sacramento County, California,1458671,706896,751775,355416,917329,185926,1366671,862370,143109,10073,226594,16250,108275,92000,1220936,237735,964873,122504,216149,344475,281745,1158188,300483,171168,196140,1260548,957394,417420,261804,278170,2014
6071,San Bernardino County, California,2053110,1007522,1045588,562421,1277328,213361,1972990,1257767,163849,18788,141585,6493,384508,80120,1843196,209914,1263478,265489,337003,417123,243863,1601704,451406,217297,223345,1823127,1346602,560010,343255,443337,2014
6073,San Diego County, California,3183055,1581145,1601910,718668,2055918,408469,3018070,2256173,151827,14928,373113,14002,208027,164985,2649596,533459,2142724,283634,400234,657309,801547,2432799,750256,371113,306477,2839770,2138655,1024313,555055,559287,2014
6075,San Francisco County, California,838424,428242,410182,112646,605481,120297,797491,397244,44770,2268,286453,3665,63091,40933,543062,295362,667383,78531,84195,140882,363775,548287,290137,181871,87641,750558,615476,329461,173289,112726,2014
6077,San Joaquin County, California,703015,347437,355578,196291,425380,81344,644937,388376,50830,4298,108353,4193,88887,58078,614041,88974,436928,98083,120793,137199,80853,536046,166969,78510,81099,621220,448329,182825,125884,139620,2014
6081,San Mateo County, California,752109,368914,383195,160250,482062,109797,715678,397369,18905,2463,205339,9776,81826,36431,632709,119400,535905,63392,82121,134615,255777,485053,267056,147797,65813,686076,499326,270661,132388,96277,2014
6085,Santa Clara County, California,1864887,935482,929405,431899,1205940,227048,1781260,892314,46571,7537,644730,7111,182997,83627,1599961,264926,1283434,160743,197809,301820,623062,1145000,719887,382990,141879,1722580,1251501,649334,318666,283501,2014
6097,Sonoma County, California,494238,242330,251908,101967,311319,80952,467945,371772,7232,6748,19669,2210,60314,26293,399518,94720,350074,43216,67452,117243,122163,414403,79835,33854,59294,434580,322973,141000,114900,67073,2014
6099,Stanislaus County, California,526121,260544,265577,142556,320986,62579,504627,402123,12594,4034,29371,3588,52917,21494,466017,60104,329510,70788,89981,112255,56486,413523,112598,45560,72275,453747,337969,135588,91458,110923,2014
6111,Ventura County, California,834832,412228,422604,201126,520182,113524,798396,672949,13143,7860,59762,1661,43021,36436,736115,98717,553837,90732,107432,180601,175072,642241,192591,91625,90335,743428,543364,253159,159526,130679,2014
8005,Arapahoe County, Colorado,613882,302923,310959,149630,392473,71779,586566,442624,64185,4152,32640,1240,41725,27316,515365,98517,411323,33101,81990,127413,168819,519565,94317,42405,60318,552791,408148,225188,106067,76893,2014
8031,Denver County, Colorado,650761,325681,325080,136998,443346,70417,628706,511216,60688,7020,24155,174,25453,22055,452274,198487,462197,66563,79571,109414,206649,538676,112085,40619,61471,589060,453518,252256,117993,83269,2014
8041,El Paso County, Colorado,645274,322376,322898,163677,406830,74767,606184,510399,37324,3338,18788,1417,34918,39090,546005,99269,418013,29981,83798,150932,153302,601380,43894,20869,78220,549649,423779,211758,121259,90762,2014
9001,Fairfield County, Connecticut,927012,451765,475247,219221,576673,131118,904771,680658,100799,2022,48561,203,72528,22241,795914,131098,631454,63603,138488,131642,297721,729838,197174,86964,80077,846408,604168,303480,174732,125956,2014
9003,Hartford County, Connecticut,873790,421617,452173,192576,546764,134450,847862,636563,115800,2303,43728,596,48872,25928,727254,146536,607736,62914,164451,152431,227940,746099,127691,67357,106294,766796,570331,293427,161874,115030,2014
9009,New Haven County, Connecticut,834738,402589,432149,179897,526268,128573,809579,624013,105273,801,30274,126,49092,25159,673869,160869,582931,59887,179745,140097,203202,738559,96179,43894,96109,738387,548974,267504,153314,128156,2014
10003,New Castle County, Delaware,536246,257549,278697,120983,341613,73650,524005,346714,130720,1150,28885,197,16339,12241,440272,95974,366628,34126,103008,96012,133482,479487,56759,27078,59506,476128,356046,186031,89429,80586,2014
11001,District of Columbia, District of Columbia,624327,295954,328373,113123,439224,71980,609029,249670,307045,1859,22074,172,28209,15298,395145,229182,455801,44280,80615,77707,253199,537376,86951,33319,75040,547440,450068,251675,101281,97112,2014
12009,Brevard County, Florida,550448,268413,282035,102286,324119,124043,536342,456266,58692,1616,13432,526,5810,14106,447611,102837,406924,33806,119824,142504,110790,504084,46364,27412,83165,466194,336604,151258,83480,101866,2014
12011,Broward County, Florida,1853237,898852,954385,398044,1172115,283078,1797677,1167192,513741,5733,68639,1089,41283,55560,1534299,318938,1298875,149010,371170,381439,397256,1249426,603811,356872,214661,1637407,1217689,619808,311619,286262,2014
12031,Duval County, Florida,875816,419970,455846,200230,563692,111894,850890,533426,263828,2068,39846,288,11434,24926,705067,170749,597382,64074,177015,198964,157329,787473,88343,48106,123708,746438,585740,284728,148199,152813,2014
12057,Hillsborough County, Florida,1296661,632329,664332,301229,825548,169884,1255008,907029,214134,3406,48843,1085,80511,41653,1042625,254036,878378,110340,239210,266157,262671,1082935,213726,105561,143666,1147484,860512,438789,208307,213416,2014
12071,Lee County, Florida,668181,327124,341057,124670,366782,176729,656867,569958,58392,1331,10545,732,15909,11314,545205,122976,495829,67120,149924,146457,132328,559841,108340,46933,91576,576583,381801,175385,97576,108840,2014
12086,Miami-Dade County, Florida,2621175,1266335,1354840,542110,1680875,398190,2585704,1997835,480972,2905,41384,631,61977,35471,2263196,357979,1843091,347070,517587,483363,495071,1258864,1362311,760432,270754,2348974,1743547,884326,369410,489811,2014
12095,Orange County, Florida,1221051,598372,622679,280679,808087,132285,1183114,796003,253705,2646,64030,623,66107,37937,995751,225300,815225,96914,203658,256065,258588,964848,256203,122273,126529,1094424,838352,423754,213712,200886,2014
12099,Palm Beach County, Florida,1378538,665345,713193,267970,798098,312470,1353603,1035427,246699,2046,36936,558,31937,24935,1099129,279409,1002982,121290,260437,288031,333224,1039518,339020,165062,171040,1207253,829914,411775,221428,196711,2014
12103,Pinellas County, Florida,923422,442717,480705,157665,556975,208782,899820,762094,95492,2484,28736,927,10087,23602,680518,242904,700864,67320,199754,225340,208450,816543,106879,62630,141974,780828,575133,289587,134996,150550,2014
12105,Polk County, Florida,620664,302019,318645,141740,356703,122221,606750,486471,93622,1660,9824,361,14812,13914,531599,89065,427994,63245,160284,119140,85325,559709,60955,25890,90715,529949,373471,175117,81181,117173,2014
12127,Volusia County, Florida,497358,242342,255016,89496,292621,115241,488572,419391,49738,2402,8953,160,7928,8786,395994,101364,368123,40442,126998,117287,83396,454449,42909,22466,76220,420913,304407,133372,76287,94748,2014
13067,Cobb County, Georgia,719932,347410,372522,177503,466399,76030,702314,428843,194851,886,36298,794,40642,17618,609535,110397,479413,45914,94339,128300,210860,605047,114885,47949,62832,656615,483972,259542,129047,95383,2014
13089,DeKalb County, Georgia,706513,335224,371289,167226,466961,72326,690507,249851,379795,1711,39332,116,19702,16006,555410,151103,479516,54924,100727,122617,201248,590893,115620,44272,73192,632519,484750,242745,130069,111936,2014
13121,Fulton County, Georgia,963999,463520,500479,229327,633435,101237,946482,444140,424747,2143,61156,477,13819,17517,736983,227016,652802,55372,120812,152738,323880,851762,112237,48691,99534,864177,657243,343967,157477,155799,2014
13135,Gwinnett County, Georgia,872040,424999,447041,243232,554378,74430,847961,456809,221823,4569,98979,341,65440,24079,785560,86480,549528,65201,127152,161902,195273,656301,215739,96584,65825,805434,582398,295258,145823,141317,2014
15003,Honolulu County, Hawaii,959920,481059,478861,209673,596661,153586,744474,201997,24214,875,414441,94424,8523,215446,833757,126163,662682,53750,176354,213554,219024,777274,182646,106851,105893,827533,618440,340738,150513,127189,2014
17031,Cook County, Illinois,5158823,2499247,2659576,1172143,3329387,657293,5043378,2914322,1225483,13713,361712,1586,526562,115445,4178918,979905,3525236,501097,838815,897889,1287435,4069631,1089192,536558,536859,4620801,3456514,1704912,878084,873518,2014
17043,DuPage County, Illinois,919513,451751,467762,216550,581554,121409,897480,729989,42437,1129,103725,231,19969,22033,797306,122207,625972,47088,116877,159808,302199,743527,175986,98335,75997,843347,607457,326377,164435,116645,2014
17089,Kane County, Illinois,519507,259053,260454,139134,319600,60773,507944,375026,28686,2082,19059,36,83055,11563,462490,57017,334964,56338,77203,91228,110195,423966,95541,37698,42820,476647,337488,171564,97264,68660,2014
17097,Lake County, Illinois,686357,338365,347992,177030,426123,83204,669351,563258,44756,890,48185,866,11396,17006,606603,79754,448690,43004,99002,107730,198954,554037,132320,67472,58915,626216,447707,232740,122615,92352,2014
17197,Will County, Illinois,674552,332957,341595,180416,419978,74158,655878,494898,70093,2326,35766,82,52713,18674,611641,62911,433466,38646,114973,134669,145178,594654,79898,42962,57275,617056,442874,231713,120613,90548,2014
18097,Marion County, Indiana,913017,439648,473369,226308,584794,101915,888857,582850,248400,1665,23837,1259,30846,24160,707143,205874,601294,88084,174543,163753,174914,831839,81178,24946,137325,775583,606630,294877,172919,138834,2014
20173,Sedgwick County, Kansas,501712,247743,253969,133094,305353,63265,482879,397392,46249,4895,21911,75,12357,18833,421773,79939,322549,35729,83911,103065,99844,458724,42988,18948,59214,440876,320361,165191,83902,71268,2014
21111,Jefferson County, Kentucky,743380,359663,383717,168621,468360,106399,723306,542238,156315,1589,19095,491,3578,20074,583427,159953,513706,57643,137837,154269,163957,686359,57021,22366,113675,629346,485208,250200,125235,109773,2014
24005,Baltimore County, Maryland,805749,382719,423030,175250,504330,126169,786323,504225,223085,1564,47535,349,9565,19426,665641,140108,564239,53794,155019,143959,211467,702894,102855,56531,94183,711235,523653,287422,126748,109483,2014
24031,Montgomery County, Maryland,1022346,492657,529689,239856,644802,137688,982855,556616,182509,2993,151458,468,88811,39491,872362,149984,702572,63847,91167,135360,412198,680675,341671,172493,80427,939070,671033,373010,181778,116245,2014
24033,Prince George's County, Maryland,882402,424593,457809,200526,581558,100318,859678,191641,558977,2700,37148,39,69173,22724,744368,138034,599131,86445,156195,170383,186108,687635,194767,77605,82667,797553,602105,334753,144668,122684,2014
24510,Baltimore city, Maryland,598509,280312,318197,129789,394669,74051,585998,180467,377332,1502,15783,108,10806,12511,440223,158286,414424,63419,130760,93891,126354,550955,47554,18858,89451,508810,407402,187303,97503,122596,2014
25005,Bristol County, Massachusetts,538758,261008,277750,115770,340101,82887,524270,462281,21426,1241,11088,0,28234,14488,451030,87728,377735,65473,116353,97672,98237,468496,70262,45556,76524,462115,353248,175978,104494,72776,2014
25009,Essex County, Massachusetts,753212,364196,389016,166923,471045,115244,734569,591754,25639,2894,27164,0,87118,18643,635537,117675,521465,55952,129018,132049,204446,630436,122776,63599,89278,663767,492450,251666,140985,99799,2014
25017,Middlesex County, Massachusetts,1513368,736649,776719,319595,981309,212464,1468042,1196907,71502,2519,162049,310,34755,45326,1206835,306533,1079015,81062,221521,207270,569162,1215894,297474,146272,138172,1373494,1018127,549721,289618,178788,2014
25025,Suffolk County, Massachusetts,723337,352756,370581,131444,510983,80910,677714,400469,163266,2361,60152,59,51407,45623,490008,233329,515162,82427,117725,96637,218373,509217,214120,102452,97950,624981,524248,261153,147472,115623,2014
