FIPS_Code,County,State,Total,Male,Female,Under18,a18to64,over65,oneRace,White,AfricanAmerican,Native,Asian,Hawaiian,otherRace,Multiracial,FamilyHousehold,OtherLivingArrangements,totPoverty25,NoHS,HighSchool,SomeCollege,Bachelors,AmericanBorn,ForeignBorn,NaturalizedCitizen,Disability,NoDisability,totPoverty16to64,FullTime,PartTime,NoWork,Year
34003,Bergen County, New Jersey,900942,435567,465375,200495,565482,134965,885094,647709,51393,1022,134226,232,50512,15848,786933,114009,634228,57042,154098,129527,293561,629893,271049,159660,77139,823649,589184,317264,131794,140126,2011
34007,Camden County, New Jersey,506955,244465,262490,122383,320237,64335,490315,329606,92748,1111,27005,293,39552,16640,428201,78754,338789,43151,106370,91106,98162,451868,55087,26496,62436,444334,334494,151951,94090,88453,2011
34013,Essex County, New Jersey,765495,364429,401066,191378,485851,88266,741542,339830,301731,1569,34807,108,63497,23953,648611,116884,505302,81013,147864,115905,160520,561368,204127,92412,87636,677859,507569,238403,120455,148711,2011
34017,Hudson County, New Jersey,634267,315001,319266,130907,438275,65085,615350,347246,78665,2366,87125,552,99396,18917,504245,130022,444492,77083,116687,89991,160731,377874,256393,113724,59080,575187,452861,237532,102737,112592,2011
34023,Middlesex County, New Jersey,789987,386748,403239,182737,508949,98301,771865,500708,69503,1481,174751,521,24901,18122,692172,97815,538949,58583,148156,120010,212200,533159,256828,133343,68505,721111,529261,275143,127727,126391,2011
34029,Ocean County, New Jersey,571778,273818,297960,133991,319225,118562,560454,524070,17039,858,9780,48,8659,11324,488989,82789,395572,42445,148658,103579,100890,526041,45737,22065,73452,497991,333029,144668,99330,89031,2011
34031,Passaic County, New Jersey,494282,240339,253943,122599,312421,59262,472047,337062,59792,1787,26219,325,46862,22235,438756,55526,323434,58707,117070,68440,79217,347119,147163,71075,50187,444095,326916,156271,69867,100778,2011
34039,Union County, New Jersey,533042,258881,274161,129130,337701,66211,523983,302545,112758,835,24652,610,82583,9059,463583,69459,358351,50415,108209,87710,112017,375227,157815,74785,49543,483450,352857,176336,93306,83215,2011
35001,Bernalillo County, New Mexico,662220,324016,338204,158191,421568,82461,635682,452425,18802,31050,12592,721,120092,26538,531274,130946,437289,52867,106423,137157,140842,590388,71832,27230,79662,580632,439074,202049,122817,114208,2011
36005,Bronx County, New York,1357260,634634,722626,360455,858183,138622,1308683,302764,460617,7547,47678,745,489332,48577,1159832,197428,842936,254431,232768,207185,148552,890543,466717,203152,189005,1167981,903164,369782,211428,321954,2011
36029,Erie County, New York,892277,429463,462814,192266,560432,139579,870533,715021,113822,4272,22522,62,14834,21744,710163,182114,616015,63785,176896,185191,190143,836613,55664,27503,118758,773035,585087,273060,171785,140242,2011
36047,Kings County, New York,2512502,1187318,1325184,591160,1635097,286245,2464016,1098810,852414,8114,267757,1479,235442,48486,2051465,461037,1664551,358697,459767,347103,498984,1570206,942296,521126,234781,2277082,1699934,771115,382107,546712,2011
36055,Monroe County, New York,720060,347378,372682,161871,457537,100652,700222,548131,110342,1510,22447,61,17731,19838,572436,147624,488814,51718,121315,140052,175729,663180,56880,34034,86378,633498,477896,224490,137164,116242,2011
36059,Nassau County, New York,1325155,641653,683502,304898,819121,201136,1293880,950214,146471,3081,104008,54,90052,31275,1190657,134498,912259,84188,224412,223950,379709,1037820,287335,176192,111738,1212826,858672,440360,208378,209934,2011
36061,New York County, New York,1556394,735989,820405,234017,1109670,212707,1491967,871596,233555,4142,167207,857,214610,64427,974922,581472,1180295,163355,155634,172640,688666,1104012,452382,206084,155558,1400680,1133917,580454,287683,265780,2011
36081,Queens County, New York,2220676,1077877,1142799,455114,1484823,280739,2142137,925320,418762,6925,518567,1240,271323,78539,1885148,335528,1556494,302258,432731,344585,476920,1136476,1084200,569623,214067,2005925,1540012,752116,356827,431069,2011
36103,Suffolk County, New York,1472159,723540,748619,347932,925481,198746,1442738,1198134,108609,2764,47846,370,85015,29421,1316479,155680,1000236,97516,302080,268389,332251,1264102,208057,106034,130282,1341465,967796,493622,248240,225934,2011
36119,Westchester County, New York,929372,447801,481571,221424,572308,135640,899238,622919,131562,1277,52083,0,91397,30134,801370,128002,638271,77840,140747,128473,291211,700548,228824,109601,80112,848913,599580,304871,146940,147769,2011
37119,Mecklenburg County, North Carolina,930570,450562,480008,237313,610887,82370,905861,542020,285052,2354,44162,852,31421,24709,759080,171490,611983,65030,123649,173913,249391,804162,126408,43681,80184,850042,634888,319678,177483,137727,2011
37183,Wake County, North Carolina,908099,440156,467943,238420,588764,80915,891392,621050,189337,2133,50530,0,28342,16707,755373,152726,594885,52917,104445,155484,282039,790690,117409,43281,65859,841648,612495,327009,155165,130321,2011
39035,Cuyahoga County, Ohio,1244838,590172,654666,279338,775379,190121,1215933,803006,364882,1994,32635,339,13077,28905,972427,272411,860485,106423,250089,249983,253990,1152257,92581,53406,175973,1068494,809961,372407,219717,217837,2011
39049,Franklin County, Ohio,1154122,561412,592710,276777,762219,115126,1115997,804902,242588,1868,44196,73,22370,38125,885683,268439,754861,80823,195876,213642,264520,1050129,103993,42128,138574,1014871,790770,398033,210285,182452,2011
39061,Hamilton County, Ohio,784486,377278,407208,185485,497752,101249,766436,545588,200284,713,15344,406,4101,18050,624336,160150,523020,58305,140815,147253,176647,745891,38595,14302,100723,683579,519274,243100,148702,127472,2011
39113,Montgomery County, Ohio,517034,247509,269525,119654,315834,81546,505777,383327,107457,1202,9657,0,4134,11257,411815,105219,357659,43600,103981,122284,87794,497265,19769,9689,83769,430917,328770,151222,91425,86123,2011
39153,Summit County, Ohio,529943,254649,275294,119117,333552,77274,517203,427411,74110,1268,12335,0,2079,12740,428009,101934,364188,32733,118763,109172,103520,508328,21615,12279,70074,459869,347944,171236,91878,84830,2011
40109,Oklahoma County, Oklahoma,717630,350216,367414,183672,448389,85569,672273,494382,106794,23854,21153,752,25338,45357,576380,141250,465557,66639,115317,141917,141684,640130,77500,22718,97005,618443,466987,228593,128488,109906,2011
40143,Tulsa County, Oklahoma,601349,293869,307480,153253,376082,72014,559191,433581,62516,28825,14352,539,19378,42158,494079,107270,392335,42261,101417,129697,118960,554963,46386,14747,82778,517702,391139,201944,100640,88555,2011
41051,Multnomah County, Oregon,733194,361529,371665,149500,506249,77445,706418,576665,41281,6046,49206,4777,28443,26776,521347,211847,520764,55865,103592,157330,203977,625198,107996,42192,85013,648006,520737,222792,182368,115577,2011
41067,Washington County, Oregon,533620,261926,271694,133748,344438,55434,517151,403329,9878,5916,49575,3825,44628,16469,443853,89767,356366,31528,68971,113733,142134,442670,90950,37572,48222,485300,359385,171008,114155,74222,2011
42003,Allegheny County, Pennsylvania,1195277,571351,623926,237072,761893,196312,1172056,974211,155967,1554,33632,440,6252,23221,928057,267220,853283,59485,272335,221056,300407,1136709,58568,27972,158575,1036503,791260,402336,218191,170733,2011
42045,Delaware County, Pennsylvania,538222,256800,281422,126781,334202,77239,528207,389819,106362,546,25890,77,5513,10015,454963,83259,366508,29227,117833,93256,126192,488945,49277,28055,63727,474469,350108,173533,94843,81732,2011
42071,Lancaster County, Pennsylvania,508620,248599,260021,126355,307007,75258,497246,459236,15871,586,9514,45,11994,11374,432492,76128,337348,50675,136485,74260,75928,488003,20617,11995,58507,449726,321525,161697,94421,65407,2011
42091,Montgomery County, Pennsylvania,784802,379708,405094,179393,488544,116865,769112,647468,65714,632,50803,211,4284,15690,660720,124082,549955,34010,137390,128177,250378,711570,73232,41815,70273,714357,510406,278118,137286,95002,2011
42101,Philadelphia County, Pennsylvania,1492682,703635,789047,341234,972200,179248,1455603,620222,639986,2766,93083,478,99068,37079,1131099,361583,979939,186501,335215,225789,232434,1305352,187330,94298,233606,1258639,1010330,402901,245362,362067,2011
44007,Providence County, Rhode Island,600090,289145,310945,133299,386876,79915,581746,447008,51829,3743,22593,138,56435,18344,473588,126502,406204,77760,108233,107963,112248,488821,111269,52930,76723,523222,402240,192447,112375,97418,2011
47037,Davidson County, Tennessee,611947,294396,317551,136245,411642,64060,598566,376853,167992,1896,17273,310,34242,13381,458175,153772,417811,56079,106233,109182,146317,537693,74254,23963,65974,545367,424228,215638,118758,89832,2011
47157,Shelby County, Tennessee,917556,436436,481120,240372,582047,95137,902599,374760,475261,1112,22575,0,28891,14957,757921,159635,585503,75390,161615,169744,178754,861594,55962,18272,118139,799010,610257,285801,154532,169924,2011
48029,Bexar County, Texas,1720129,837734,882395,466783,1075810,177536,1661891,1294879,118962,11077,40036,1411,195526,58238,1466917,253212,1078090,190802,262517,336700,288071,1491264,228865,85181,233007,1475760,1127134,551282,286212,289640,2011
48085,Collin County, Texas,807421,397066,410355,228149,514780,64492,783776,594061,66640,3597,92753,653,26072,23645,719180,88241,520433,38460,77967,146528,257478,667473,139948,65388,49522,757189,538178,308768,120927,108483,2011
48113,Dallas County, Texas,2387110,1181477,1205633,660860,1516651,209599,2324899,1371365,511468,7303,123874,1309,309580,62211,2013192,373918,1494111,346419,346622,377071,423999,1822931,564179,145857,220005,2165819,1588773,823341,353137,412295,2011
48121,Denton County, Texas,674949,333667,341282,184985,440292,49672,654184,529793,55800,3848,45420,441,18882,20765,567460,107489,425470,31651,82272,137785,173762,577806,97143,40770,48493,626136,460303,260671,116396,83236,2011
48141,El Paso County, Texas,805466,387333,418133,241006,480535,83925,786350,646541,25148,3583,8846,1130,101102,19116,722473,82993,474510,124632,112254,139094,98530,594275,211191,86909,97154,694926,509017,229566,120108,159343,2011
48157,Fort Bend County, Texas,599547,294238,305309,173897,379105,46545,587478,328316,125474,1247,105559,0,26882,12069,560969,38578,377331,40604,72822,113304,150601,445182,154365,79272,41376,558149,398315,217869,82485,97961,2011
48201,Harris County, Texas,4135032,2056362,2078670,1149507,2641760,343765,4046976,2569124,771055,16440,255956,2445,431956,88056,3564000,571032,2579384,549688,608540,693599,727557,3103716,1031316,338767,380349,3752761,2763137,1391968,653993,717176,2011
48215,Hidalgo County, Texas,790642,384369,406273,273479,443170,73993,784206,736433,2802,1588,8578,0,34805,6436,742410,48232,431568,165723,105270,91447,69128,548237,242405,65766,108535,681808,472816,174979,143711,154126,2011
48439,Tarrant County, Texas,1825124,893780,931344,508851,1152971,163302,1778801,1324352,271823,13508,85059,2827,81232,46323,1573568,251556,1147225,178717,277499,358353,332656,1542380,282744,98294,184551,1639054,1206518,633296,289570,283652,2011
48453,Travis County, Texas,1041547,524414,517133,252131,711935,77481,1015179,753721,87304,7337,57153,238,109426,26368,791412,250135,676077,87611,113714,172712,302040,848541,193006,47361,83921,957175,737310,378890,213352,145068,2011
49035,Salt Lake County, Utah,1034128,518684,515444,298875,644453,90800,1004995,875559,16953,8207,34315,15782,54179,29133,895225,138903,629158,69830,146662,219011,193655,905520,128608,47989,90675,943104,673118,333325,205020,134773,2011
49049,Utah County, Utah,518440,259809,258631,182039,301876,34525,507625,476493,3320,3120,8146,5270,11276,10815,472629,45811,254002,17341,44582,102238,89841,477034,41406,14323,36017,481702,317926,120421,127913,69592,2011
51059,Fairfax County, Virginia,1092105,540286,551819,263514,717968,110623,1036956,687662,103202,3966,191780,842,49504,55149,950585,141520,748779,53951,99795,150349,444684,776035,316070,160930,70081,1010866,745299,426014,182966,136319,2011
53033,King County, Washington,1941316,969193,972123,411884,1314184,215248,1847365,1356670,121365,14584,285931,14838,53977,93951,1496303,445013,1365382,112678,240684,384855,627165,1535806,405510,195574,193052,1745728,1360664,673911,405360,281393,2011
53053,Pierce County, Washington,789777,393226,396551,192293,508253,89231,733569,597035,50437,7993,48497,10318,19289,56208,659147,130630,518799,46154,156175,194243,122227,709236,80541,43486,104695,673265,530624,235647,153212,141765,2011
53061,Snohomish County, Washington,709703,352398,357305,169017,466079,74607,677906,570785,14270,8234,66665,3206,14746,31797,591048,118655,479734,41977,119433,185146,133178,608358,101345,52392,79778,626346,486694,230375,143151,113168,2011
55079,Milwaukee County, Wisconsin,932012,449682,482330,234934,592154,104924,900910,583051,244411,4522,31988,303,36635,31102,722507,209505,600799,83123,176463,173680,167533,849088,82924,32422,121828,809782,618138,277178,186852,154108,2011
1073,Jefferson County, Alabama,646961,304760,342201,153718,406275,86968,640377,344705,275455,1183,9898,182,8954,6584,531966,114995,436489,49696,110404,141141,135248,619564,27397,9240,91584,554794,424027,204726,96336,122965,2012
4013,Maricopa County, Arizona,3889500,1919812,1969688,995355,2387858,506287,3782798,3133210,205048,72149,143321,7620,221450,106702,3215009,674491,2520113,333310,583944,836867,765992,3315437,574063,215188,386974,3500121,2497550,1227567,616931,653052,2012
4019,Pima County, Arizona,968447,473604,494843,219040,587743,161664,933964,752748,36332,29161,25920,1017,88786,34483,771900,196547,652194,78978,142164,231438,199614,847247,121200,55791,129958,833584,611169,275415,170521,165233,2012
6001,Alameda County, California,1525055,748564,776491,338802,1007668,178585,1428237,694457,180343,10514,408892,14037,119994,96818,1257636,267419,1049799,137755,191191,273302,447551,1051331,473724,256473,139824,1383464,1046194,492342,290337,263515,2012
6013,Contra Costa County, California,1070057,521709,548348,256458,672141,141458,1008867,673104,96102,6478,158817,5336,69030,61190,919563,150494,723905,82616,132981,222121,286187,812080,257977,138155,108547,960929,702002,318930,198152,184920,2012
6019,Fresno County, California,930872,460856,470016,273863,559469,97540,893248,520109,47649,10194,91801,1209,222286,37624,815295,115577,551353,151717,122876,173505,103255,721435,209437,73901,108661,821384,589888,218943,173358,197587,2012
6029,Kern County, California,825020,412277,412743,251968,494039,79013,798942,590849,41472,11662,39380,1452,114127,26078,742269,82751,481671,131140,121528,152560,76443,652333,172687,56000,90690,733391,521169,211176,145805,164188,2012
6037,Los Angeles County, California,9808116,4832216,4975900,2326253,6365438,1116425,9422290,5241801,812360,44350,1361369,23990,1938420,385826,8308703,1499413,6465575,1465066,1331571,1714381,1954557,6358856,3449260,1657365,935876,8869109,6649392,2942739,1774302,1932351,2012
6059,Orange County, California,3054106,1510927,1543179,724140,1954101,375865,2938963,1949507,45380,10805,570702,9281,353288,115143,2645760,408346,2025401,323305,360352,583409,758335,2106880,947226,477528,247515,2804312,2041650,957203,567936,516511,2012
6065,Riverside County, California,2234117,1106340,1127777,611982,1343998,278137,2143082,1469346,136187,22566,129427,6989,378567,91035,1980898,253219,1387770,284752,344461,471854,286703,1744881,489236,215567,240311,1989132,1415244,570200,382165,462879,2012
6067,Sacramento County, California,1431110,697055,734055,357047,904851,169212,1339702,853178,140497,12755,216516,14988,101768,91408,1184209,246901,932902,125489,207466,336242,263705,1137344,293766,160386,179704,1250071,946104,397941,262905,285258,2012
6071,San Bernardino County, California,2035052,1002576,1032476,575674,1264891,194487,1952505,1276045,177292,21242,133971,6960,336995,82547,1842737,192315,1229299,268053,316814,414194,230238,1591345,443707,203337,219896,1808493,1336177,528740,336481,470956,2012
6073,San Diego County, California,3098088,1537473,1560615,718918,2007458,371712,2957814,2181471,153971,25709,360316,15305,221042,140274,2564723,533365,2051211,284213,389510,658640,718848,2368492,729596,353333,293382,2764552,2091649,950454,569502,571693,2012
6075,San Francisco County, California,812148,413588,398560,108535,589954,113659,773675,402087,44863,2600,272273,3381,48471,38473,511880,300268,640003,86191,82123,127404,344285,518472,293676,171738,84674,727424,601662,308214,167756,125692,2012
6077,San Joaquin County, California,688873,340234,348639,197943,415951,74979,634022,387794,47869,5135,98091,4029,91104,54851,618917,69956,421401,90790,107358,143067,80186,526594,162279,75047,80030,608735,437458,167489,130919,139050,2012
6081,San Mateo County, California,733455,360449,373006,159676,472859,100920,703166,419121,18949,2502,191318,9990,61286,30289,613817,119638,519038,58010,86812,146187,228029,480311,253144,137467,55182,678273,489353,254306,136886,98161,2012
6085,Santa Clara County, California,1811694,911384,900310,430449,1172000,209245,1735531,908494,47405,9121,602044,6858,161609,76163,1565259,246435,1233368,171110,181146,298289,582823,1131430,680264,353748,140356,1670915,1216994,605479,308077,303438,2012
6099,Stanislaus County, California,515955,253629,262326,143138,314851,57966,493948,391447,13979,3310,27386,3884,53942,22007,458964,56991,318790,70455,91564,105084,51687,412615,103340,42470,68498,447139,332628,123371,100173,109084,2012
6111,Ventura County, California,824845,409099,415746,205117,516193,103535,788648,644530,16071,4072,56612,1430,65933,36197,728424,96421,539464,92653,98035,177811,170965,635098,189747,84179,80555,741628,539376,249555,161324,128497,2012
8005,Arapahoe County, Colorado,589986,289908,300078,145798,380302,63886,563194,441540,61268,4589,31591,1177,23029,26792,491731,98255,394160,32917,77597,128281,155365,500303,89683,41754,54142,534427,395709,207640,109510,78559,2012
8031,Denver County, Colorado,622622,311716,310906,137095,420639,64888,600763,471021,62947,5748,20926,422,39699,21859,430221,192401,432379,59384,76270,101753,194972,525575,97047,32282,60335,562090,432803,229805,119937,83061,2012
8041,El Paso County, Colorado,626467,310783,315684,160759,397769,67939,595095,511929,40008,3706,16407,1283,21762,31372,530785,95682,404932,22564,87802,152115,142451,574951,51516,25904,68820,539532,414437,206173,114623,93641,2012
8059,Jefferson County, Colorado,534953,264338,270615,113734,349115,72104,520468,487612,5807,4873,13445,69,8662,14485,434615,100338,377232,23200,78589,117478,157965,500841,34112,16768,50153,484742,362315,196121,100860,65334,2012
9001,Fairfield County, Connecticut,915813,447272,468541,222583,567910,125320,892198,682682,101207,2372,46487,315,59135,23615,788033,127780,623263,54211,142291,135203,291558,727167,188646,76126,82701,832875,594437,294635,173575,126227,2012
9003,Hartford County, Connecticut,872655,420028,452627,196431,547358,128866,844735,647772,113234,2918,39873,1759,39179,27920,714850,157805,604462,65862,163228,158139,217233,742836,129819,67165,101239,771146,570904,286897,159800,124207,2012
9009,New Haven County, Connecticut,838123,403658,434465,185325,528967,123831,820118,634896,106698,3472,31042,0,44010,18005,693742,144381,580480,67335,173938,146866,192341,730628,107495,53037,96740,740881,549940,265708,156634,127598,2012
10003,New Castle County, Delaware,529630,255799,273831,122102,339052,68476,516445,350468,126476,851,24804,98,13748,13185,438221,91409,355913,33265,101472,97017,124159,473659,55971,27503,57895,471119,352591,183299,92579,76713,2012
11001,District of Columbia, District of Columbia,598151,282010,316141,107877,420466,69808,583814,236314,298073,2180,19257,54,27936,14337,378177,219974,431807,47558,78103,73972,232174,511112,87039,35284,69158,527064,430906,236177,100872,93857,2012
12009,Brevard County, Florida,540315,264170,276145,103273,321303,115739,526912,451719,54021,1146,11849,2519,5658,13403,440893,99422,394792,39456,114445,134425,106466,492153,48162,30348,80379,458709,334082,145893,90827,97362,2012
12011,Broward County, Florida,1801389,874046,927343,388460,1150468,262461,1749527,1133528,489167,3573,59999,1006,62254,51862,1464266,337123,1257081,144939,351650,383889,376603,1229592,571797,314855,191907,1608655,1197002,584889,328521,283592,2012
12031,Duval County, Florida,860581,414822,445759,199915,558868,101798,829917,533761,245358,2335,37571,1058,9834,30664,697080,163501,577965,70007,166155,187451,154352,779928,80653,38333,112847,742451,579504,273715,138988,166801,2012
12057,Hillsborough County, Florida,1258568,614129,644439,292804,809708,156056,1223040,912881,209929,4097,43697,493,51943,35528,1016309,242259,844697,105574,235404,250372,253347,1055336,203232,96653,154727,1100146,842893,415604,205833,221456,2012
12071,Lee County, Florida,636067,312392,323675,120723,355688,159656,624324,539652,51495,1825,11165,0,20187,11743,526993,109074,468946,60811,149198,144817,114120,542132,93935,40642,94216,541790,369425,156846,101715,110864,2012
12086,Miami-Dade County, Florida,2551967,1234660,1317307,540368,1641449,370150,2516759,1941299,475276,3106,41765,700,54613,35208,2194179,357788,1769590,342804,511308,428047,487431,1242124,1309843,695017,262761,2286905,1704292,821351,380917,502024,2012
12095,Orange County, Florida,1174247,574567,599680,275740,779508,118999,1138882,758821,248897,1874,56956,100,72234,35365,953805,220442,767198,98201,203627,232438,232932,948208,226039,106288,119174,1054386,813052,391081,228011,193960,2012
12099,Palm Beach County, Florida,1338251,645275,692976,270326,772981,294944,1309167,1014239,234350,1908,34026,1177,23467,29084,1083710,254541,961431,120104,242957,279189,319181,1036483,301768,146648,148663,1189121,806382,382679,224625,199078,2012
12103,Pinellas County, Florida,907779,434624,473155,158227,552129,197423,886502,756027,92477,3324,27849,504,6321,21277,687701,220078,684999,69050,213730,207468,194751,799166,108613,61251,133911,773204,571804,285608,139691,146505,2012
12105,Polk County, Florida,600528,290459,310069,140305,346044,114179,585689,475449,89005,1784,10315,213,8923,14839,512488,88040,409837,66818,147159,115786,80074,539558,60970,25328,89905,510433,362142,159261,87101,115780,2012
12127,Volusia County, Florida,486465,235949,250516,89959,288903,107603,477620,406070,51235,1761,7642,249,10663,8845,389084,97381,355245,41280,122517,115933,75515,451314,35151,20556,74126,411635,299686,129224,66889,103573,2012
13067,Cobb County, Georgia,695283,336589,358694,175357,452808,67118,681062,442583,177591,364,32347,104,28073,14221,584398,110885,460023,38599,87878,129614,203932,589018,106265,43264,56161,638053,472415,247518,125727,99170,2012
13089,DeKalb County, Georgia,693646,332664,360982,167835,460098,65713,680817,241428,376752,1538,34678,0,26421,12829,552310,141336,463646,56746,97657,122730,186513,582016,111630,37559,66643,626183,475173,233265,114910,126998,2012
13121,Fulton County, Georgia,948111,458201,489910,227000,629404,91707,924930,434378,419304,3246,53202,308,14492,23181,730246,217865,634702,59913,106066,152990,315733,825008,123103,42850,90063,857413,652571,330976,155495,166100,2012
13135,Gwinnett County, Georgia,836907,410113,426794,237335,535325,64247,815633,436947,205234,3767,91974,318,77393,21274,754034,82873,525218,61579,132094,154111,177434,634069,202838,84525,59734,776507,562058,285411,125948,150699,2012
15003,Honolulu County, Hawaii,945975,470565,475410,208134,594334,143507,733286,195106,21439,1953,414854,92724,7210,212689,813842,132133,649849,60799,171757,205820,211473,759653,186322,105107,96987,823446,616976,325833,157532,133611,2012
17031,Cook County, Illinois,5151537,2497444,2654093,1203204,3321397,626936,5041929,2946576,1242231,12779,333993,2051,504299,109608,4195943,955594,3470018,521941,829558,898232,1220287,4053481,1098056,513748,545208,4605752,3459097,1665512,888737,904848,2012
17043,DuPage County, Illinois,915331,450582,464749,220493,583041,111797,893744,735084,43411,1353,94768,739,18389,21587,800110,115221,621102,45137,118887,167073,290005,738063,177268,94060,75556,839480,612041,321576,168623,121842,2012
17089,Kane County, Illinois,515901,258248,257653,144791,316556,54554,506323,379387,27719,2413,18462,220,78122,9578,461391,54510,327153,55536,78690,89056,103871,421682,94219,33795,37454,478268,334088,166090,94754,73244,2012
17097,Lake County, Illinois,684185,338210,345975,182254,425307,76624,667399,559071,47248,1272,43987,412,15409,16786,603635,80550,445004,49227,95300,110045,190432,557404,126781,60439,53175,629414,448334,226494,125708,96132,2012
17197,Will County, Illinois,674103,332928,341175,188723,417466,67914,658706,506411,72930,1666,33302,37,44360,15397,608188,65915,428638,38172,115273,133606,141587,597001,77102,39405,57388,616715,439739,226140,118168,95431,2012
18097,Marion County, Indiana,901338,434780,466558,226689,578523,96126,874791,561762,240695,3675,18224,162,50273,26547,713482,187856,588054,87780,167823,163626,168825,830266,71072,17438,117698,783027,601796,288492,174608,138696,2012
20173,Sedgwick County, Kansas,497261,244988,252273,133538,304596,59127,479739,398576,46498,4905,20465,24,9271,17522,417366,79895,316097,33788,85250,106739,90320,456298,40963,16691,59294,435671,317990,162767,85030,70193,2012
21111,Jefferson County, Kentucky,736895,356854,380041,169298,467014,100583,717816,540741,153050,729,17669,208,5419,19079,588029,148866,504311,55117,140914,151803,156477,686317,50578,19901,107308,628465,485200,240808,133133,111259,2012
24005,Baltimore County, Maryland,796529,377540,418989,174120,504019,118390,775508,512240,210289,1677,43177,527,7598,21021,652659,143870,551822,51873,156012,145343,198594,703118,93411,44137,89297,706227,524109,278913,131301,113895,2012
24031,Montgomery County, Maryland,996632,480047,516585,234215,636261,126156,953553,566415,169335,3317,143207,412,70867,43079,850379,146253,686628,60877,101423,132375,391953,669935,326697,159459,75588,918426,662791,376907,169406,116478,2012
24033,Prince George's County, Maryland,860321,412491,447830,199743,572438,88140,834921,170310,550965,2752,35203,0,75691,25400,717873,142448,572765,82427,151024,164958,174356,678427,181894,72092,76550,780921,593765,336209,140168,117388,2012
24510,Baltimore city, Maryland,598255,278900,319355,131843,394863,71549,586755,179793,381963,1862,14252,46,8839,11500,441589,156666,405626,76647,118769,99851,110359,552892,45363,15223,94569,503222,408388,182867,99900,125621,2012
25005,Bristol County, Massachusetts,534291,258959,275332,117457,338278,78556,520735,474568,18467,1211,10905,0,15584,13556,443686,90605,372407,62377,112604,101441,95985,469068,65223,41014,76168,457895,353482,167971,100415,85096,2012
25009,Essex County, Massachusetts,739567,356018,383549,168369,463500,107698,724319,590721,32416,874,23884,134,76290,15248,619633,119934,509963,55319,137909,130601,186134,626291,113276,57902,87337,651895,483963,244545,134775,104643,2012
25017,Middlesex County, Massachusetts,1482545,721683,760862,317422,963661,201462,1443236,1188124,69097,1953,147164,182,36716,39309,1196370,286175,1055782,79058,225392,214666,536666,1199186,283359,136545,136224,1345322,1000882,536448,289548,174886,2012
25025,Suffolk County, Massachusetts,701494,338728,362766,129965,494601,76928,658114,386538,164819,2175,58639,0,45943,43380,473816,227678,486098,75514,117923,97277,195384,507456,194038,85780,90010,611287,509230,244457,152103,112670,2012
25027,Worcester County, Massachusetts,781577,384306,397271,180350,498858,102369,760477,666266,33610,1939,34796,156,23710,21100,644005,137572,533584,52688,152793,147004,181099,693975,87602,49138,90246,690949,521311,258699,147208,115404,2012
26081,Kent County, Michigan,604867,296957,307910,155642,380212,69013,584737,499487,58296,2818,13382,0,10754,20130,500769,104098,389924,39744,103503,123143,123534,557977,46890,18971,66896,537613,396418,186587,124857,84974,2012
26099,Macomb County, Michigan,839211,407616,431595,187218,528154,123839,820754,706595,80088,1684,26924,0,5463,18457,706491,132720,580277,66080,180587,202497,131113,752954,86257,51221,112318,726682,552136,260294,157124,134718,2012
26125,Oakland County, Michigan,1210002,586634,623368,273427,766919,169656,1178144,928258,165444,3662,71511,22,9247,31858,1005530,204472,842860,59707,174986,239396,368771,1065455,144547,80202,133998,1075770,801476,393308,230568,177600,2012
26163,Wayne County, Michigan,1773105,852013,921092,433585,1109534,229986,1730020,947094,706165,6078,45636,260,24787,43085,1468850,304255,1162282,182953,352765,378210,248354,1634499,138606,72980,285685,1487030,1161483,436533,309063,415887,2012
27053,Hennepin County, Minnesota,1164502,573445,591057,264131,765132,135239,1127570,876232,140464,7233,76720,372,26549,36932,895200,269302,798422,56753,144424,219880,377365,1016946,147556,67172,107063,1057218,792418,421934,239756,130728,2012
27123,Ramsey County, Minnesota,506985,247369,259616,120708,323869,62408,487553,358212,55647,1868,64976,20,6830,19432,392823,114162,335433,31029,75299,95558,133547,433328,73657,35009,58330,448353,336519,163405,108408,64706,2012
29095,Jackson County, Missouri,664975,321793,343182,160154,420621,84200,648234,443477,159315,4362,10645,1154,29281,16741,527635,137340,446013,45707,135894,140412,124000,630151,34824,14242,86851,578040,438154,216669,118120,103365,2012
29189,St. Louis County, Missouri,979741,464180,515561,222893,607467,149381,956999,684912,227054,1162,35430,14,8427,22742,806692,173049,674509,50680,148596,198359,276874,908156,71585,34406,113821,865481,635041,330998,174058,129985,2012
31055,Douglas County, Nebraska,518535,254824,263711,135786,326452,56297,506925,403995,58617,2885,15525,79,25824,11610,417158,101377,336717,37760,73757,99203,125997,470700,47835,12686,49488,468549,340383,184107,94195,62081,2012
32003,Clark County, Nevada,1975043,989318,985725,482220,1249734,243089,1885774,1276510,207088,12135,178324,13818,197899,89269,1629193,345850,1313509,200934,389672,430702,292201,1541745,433298,189877,233293,1735731,1303829,598882,353057,351890,2012
34003,Bergen County, New Jersey,908282,439048,469234,200474,568195,139613,880715,646852,49689,1990,137573,132,44479,27567,792204,116078,642115,49016,157001,133642,302456,629891,278391,163156,75002,833060,592434,319827,130565,142042,2012
34007,Camden County, New Jersey,507162,244744,262418,120743,319096,67323,491949,323212,100226,1269,27475,0,39767,15213,431979,75183,341214,42402,104676,91814,102322,453346,53816,28824,68201,438923,332836,156467,92571,83798,2012
